Air Force Falcons,Tennessee State,H,W,87,72
Air Force Falcons,Wofford,A,W,72,66
Air Force Falcons,Cal State Northridge,H,W,72,63
Air Force Falcons,Evansville,H,W,57,56
Air Force Falcons,Wright State,A,L,61,76
Air Force Falcons,North Carolina Central,H,W,73,56
Air Force Falcons,Arkansas-Pine Bluff,H,W,63,52
Air Force Falcons,Northern Arizona,A,L,63,74
Air Force Falcons,Sam Houston State,N,W,76,65
Air Force Falcons,Texas-El Paso,A,L,54,71
Air Force Falcons,Florida A&M,H,W,81,48
Air Force Falcons,Utah,H,W,77,69
Air Force Falcons,Brigham Young,A,L,66,76
Air Force Falcons,Nevada-Las Vegas,H,L,52,64
Air Force Falcons,San Diego State,A,L,55,68
Air Force Falcons,Wyoming,H,W,72,51
Air Force Falcons,Colorado State,A,L,66,69
Air Force Falcons,Texas Christian,A,W,66,65
Air Force Falcons,New Mexico,H,L,61,75
Air Force Falcons,Utah,A,W,54,49
Air Force Falcons,Brigham Young,H,L,52,90
Air Force Falcons,Nevada-Las Vegas,A,L,42,49
Air Force Falcons,San Diego State,H,L,58,70
Air Force Falcons,Wyoming,A,L,61,63
Air Force Falcons,Colorado State,H,W,74,57
Air Force Falcons,Texas Christian,H,W,70,65
Air Force Falcons,New Mexico,A,L,61,66
Air Force Falcons,Nevada-Las Vegas,A,L,53,69
Air Force Falcons,North Dakota,H,W,77,67
Air Force Falcons,Santa Clara,A,L,75,88
Akron Zips,Dayton,A,L,68,76
Akron Zips,Youngstown State,H,W,91,84
Akron Zips,Cleveland State,H,L,51,64
Akron Zips,Detroit Mercy,A,W,77,69
Akron Zips,Illinois-Chicago,A,W,54,52
Akron Zips,Temple,A,L,47,82
Akron Zips,Minnesota,A,L,58,66
Akron Zips,Bethune-Cookman,H,W,77,66
Akron Zips,Arkansas-Little Rock,N,W,75,61
Akron Zips,Stetson,N,W,72,56
Akron Zips,Miami (FL),N,L,61,69
Akron Zips,Arkansas-Pine Bluff,H,W,87,60
Akron Zips,Oral Roberts,H,W,84,80
Akron Zips,Kent State,H,W,65,62
Akron Zips,Ohio,H,L,70,79
Akron Zips,Buffalo,A,L,70,73
Akron Zips,Miami (OH),A,L,76,84
Akron Zips,Bowling Green State,H,W,63,58
Akron Zips,Northern Illinois,A,L,74,83
Akron Zips,Central Michigan,H,W,63,43
Akron Zips,Eastern Michigan,A,L,56,60
Akron Zips,Toledo,A,W,59,41
Akron Zips,Western Michigan,H,W,83,71
Akron Zips,Ball State,H,W,75,60
Akron Zips,Bowling Green State,A,W,89,54
Akron Zips,Creighton,H,W,76,67
Akron Zips,Miami (OH),H,W,72,55
Akron Zips,Buffalo,H,W,69,60
Akron Zips,Ohio,A,L,55,80
Akron Zips,Kent State,A,L,68,79
Akron Zips,Eastern Michigan,H,W,67,53
Akron Zips,Miami (OH),N,W,82,75
Akron Zips,Western Michigan,A,W,79,68
Akron Zips,Kent State,N,W,66,65
Akron Zips,Notre Dame,N,L,56,69
Alabama A&M Bulldogs,Western Kentucky,A,L,61,83
Alabama A&M Bulldogs,Alabama,A,L,50,76
Alabama A&M Bulldogs,Tennessee State,H,L,68,74
Alabama A&M Bulldogs,Wichita State,A,L,49,71
Alabama A&M Bulldogs,Alabama-Birmingham,A,L,40,58
Alabama A&M Bulldogs,North Carolina State,A,L,51,82
Alabama A&M Bulldogs,Grambling,H,W,70,63
Alabama A&M Bulldogs,Jackson State,H,L,55,57
Alabama A&M Bulldogs,Mississippi Valley State,A,W,72,60
Alabama A&M Bulldogs,Arkansas-Pine Bluff,A,L,53,61
Alabama A&M Bulldogs,Alabama State,H,W,75,60
Alabama A&M Bulldogs,Alcorn State,H,W,64,55
Alabama A&M Bulldogs,Southern,H,W,68,58
Alabama A&M Bulldogs,Texas Southern,A,L,61,65
Alabama A&M Bulldogs,Prairie View,A,W,62,53
Alabama A&M Bulldogs,Mississippi Valley State,H,L,60,63
Alabama A&M Bulldogs,Arkansas-Pine Bluff,H,W,74,52
Alabama A&M Bulldogs,Alabama State,A,L,68,82
Alabama A&M Bulldogs,Alcorn State,A,W,70,68
Alabama A&M Bulldogs,Southern,A,W,64,45
Alabama A&M Bulldogs,Texas Southern,H,L,78,83
Alabama A&M Bulldogs,Prairie View,H,W,63,58
Alabama A&M Bulldogs,Grambling,A,L,69,76
Alabama A&M Bulldogs,Jackson State,A,L,64,72
Alabama A&M Bulldogs,Alabama State,N,L,61,81
Alabama Crimson Tide,Florida A&M,H,W,76,37
Alabama Crimson Tide,Troy,H,W,79,60
Alabama Crimson Tide,Seton Hall,N,L,78,83
Alabama Crimson Tide,Iowa,N,L,47,55
Alabama Crimson Tide,Saint Peter's,N,L,49,50
Alabama Crimson Tide,Alabama A&M,H,W,76,50
Alabama Crimson Tide,South Alabama,H,W,72,50
Alabama Crimson Tide,Purdue,A,L,47,66
Alabama Crimson Tide,Providence,A,L,70,82
Alabama Crimson Tide,Southeastern Louisiana,H,W,59,38
Alabama Crimson Tide,Oklahoma State,N,L,60,68
Alabama Crimson Tide,Lipscomb,H,W,71,51
Alabama Crimson Tide,Pepperdine,H,W,83,60
Alabama Crimson Tide,Toledo,H,W,83,41
Alabama Crimson Tide,Mississippi State,A,W,75,57
Alabama Crimson Tide,South Carolina,H,W,57,47
Alabama Crimson Tide,Arkansas,A,L,65,70
Alabama Crimson Tide,Kentucky,H,W,68,66
Alabama Crimson Tide,Auburn,A,W,68,58
Alabama Crimson Tide,Louisiana State,H,W,70,46
Alabama Crimson Tide,Mississippi State,H,W,75,61
Alabama Crimson Tide,Tennessee,A,W,65,60
Alabama Crimson Tide,Vanderbilt,A,L,77,81
Alabama Crimson Tide,Mississippi,H,W,74,64
Alabama Crimson Tide,Louisiana State,A,W,67,56
Alabama Crimson Tide,Arkansas,H,W,69,56
Alabama Crimson Tide,Auburn,H,W,51,49
Alabama Crimson Tide,Mississippi,A,L,63,68
Alabama Crimson Tide,Florida,A,L,51,78
Alabama Crimson Tide,Georgia,H,W,65,57
Alabama Crimson Tide,Georgia,N,W,65,59
Alabama Crimson Tide,Kentucky,N,L,58,72
Alabama Crimson Tide,Coastal Carolina,H,W,68,44
Alabama Crimson Tide,New Mexico,H,W,74,67
Alabama Crimson Tide,Miami (FL),H,W,79,64
Alabama Crimson Tide,Colorado,N,W,62,61
Alabama Crimson Tide,Wichita State,N,L,57,66
Alabama State Hornets,Creighton,A,L,57,71
Alabama State Hornets,Iowa State,A,L,47,74
