13,Arkansas State,32,17,15,0.531,-3.38,-3.31,11,5,13,0,4,10,2188,2066,1285,745,1724,0.43200000000000005,167,506,0.33,531,750,0.708,395,1177,363,202,99,418,585,,65.6,103.8,0.435,0.294,0.526,53.4,48.7,9.6,8.5,0.48100000000000004,16.7,35.9,0.308,,65.6,98.0,0.395,0.314,0.513,46.6,49.1,9.2,9.6,0.474,17.3,29.2,0.271,
14,Arkansas,31,18,13,0.581,6.28,2.34,7,9,15,3,2,7,2191,2069,1260,756,1734,0.436,204,563,0.36200000000000004,475,683,0.695,332,1063,373,225,182,411,561,,67.7,102.8,0.39399999999999996,0.325,0.532,48.0,49.3,10.6,13.9,0.495,16.6,30.7,0.27399999999999997,,67.7,97.0,0.315,0.28,0.496,52.0,49.5,8.6,12.4,0.456,17.6,35.6,0.22899999999999998,
15,Army,30,11,19,0.36700000000000005,-10.71,-6.58,3,11,4,8,7,10,2038,2141,1200,707,1701,0.41600000000000004,264,725,0.364,360,507,0.71,323,1020,403,169,53,423,606,,68.2,99.6,0.298,0.426,0.525,48.8,57.0,8.3,5.1,0.493,17.9,30.0,0.212,,68.2,104.6,0.415,0.361,0.5479999999999999,51.2,58.8,8.6,11.6,0.512,17.7,31.5,0.289,
16,Auburn,31,11,20,0.355,-2.47,2.4,4,12,9,11,2,7,1933,2051,1255,675,1695,0.39799999999999996,148,465,0.318,435,663,0.6559999999999999,383,1067,349,242,100,440,641,,65.7,93.8,0.391,0.27399999999999997,0.48100000000000004,49.4,51.7,11.7,10.8,0.442,18.0,33.8,0.257,,65.7,99.5,0.451,0.413,0.534,50.6,61.4,10.5,11.9,0.495,19.9,33.5,0.305,
17,Austin Peay,34,20,14,0.588,-0.15,-3.77,13,5,10,3,8,9,2510,2279,1390,899,1960,0.45899999999999996,186,517,0.36,526,773,0.68,429,1227,484,292,142,485,625,,68.6,105.4,0.39399999999999996,0.264,0.539,50.8,53.8,12.3,11.3,0.506,17.2,35.6,0.268,,68.6,95.7,0.359,0.342,0.512,49.2,55.8,9.9,8.5,0.479,20.3,34.0,0.24,
18,Ball State,32,19,13,0.594,-0.7,-3.4,10,6,11,3,6,9,2164,2049,1295,724,1623,0.446,149,443,0.336,567,818,0.693,332,1077,436,193,64,414,574,,64.7,103.3,0.504,0.273,0.5379999999999999,50.3,60.2,9.2,5.5,0.49200000000000005,17.1,32.2,0.349,,64.7,97.9,0.326,0.335,0.508,49.7,54.6,8.9,9.5,0.479,18.0,32.9,0.21600000000000003,
19,Baylor,31,18,13,0.581,10.0,4.8,7,9,15,3,2,6,2154,1984,1245,752,1618,0.465,164,474,0.34600000000000003,486,699,0.695,360,1088,365,217,130,487,524,,66.5,104.0,0.43200000000000005,0.293,0.552,53.3,48.5,10.5,11.9,0.515,20.0,36.6,0.3,,66.5,95.8,0.349,0.34,0.513,46.7,53.8,12.1,6.7,0.47700000000000004,19.2,31.1,0.24,
20,Belmont,35,30,5,0.857,13.07,-4.42,19,1,12,0,12,4,2790,2178,1410,944,2045,0.462,327,864,0.37799999999999995,575,781,0.736,451,1258,575,338,118,481,729,,69.2,114.3,0.382,0.42200000000000004,0.5770000000000001,52.5,60.9,13.9,9.7,0.542,16.6,37.4,0.281,,69.2,89.3,0.462,0.309,0.506,47.5,53.5,9.8,13.0,0.461,23.6,32.1,0.313,
21,Bethune-Cookman,34,21,13,0.618,-11.11,-8.04,13,3,11,3,9,7,2241,2240,1390,796,1814,0.439,140,443,0.316,509,719,0.708,365,1094,393,242,90,414,654,,63.5,101.6,0.396,0.244,0.52,49.7,49.4,11.0,7.6,0.47700000000000004,16.1,32.4,0.281,,63.5,101.5,0.439,0.305,0.5429999999999999,50.3,47.5,8.3,8.8,0.513,19.3,32.3,0.28600000000000003,
22,Binghamton,31,8,23,0.258,-13.81,-5.35,4,12,3,10,4,12,1861,2123,1250,651,1641,0.397,233,659,0.354,326,465,0.701,316,959,338,157,102,384,503,,61.6,96.7,0.28300000000000003,0.402,0.5,46.2,51.9,8.2,9.0,0.46799999999999997,17.1,30.0,0.19899999999999998,,61.6,110.3,0.293,0.33899999999999997,0.541,53.8,52.1,8.9,10.5,0.515,14.9,37.3,0.204,
23,Boise State,35,22,13,0.629,5.48,0.01,10,6,12,4,9,7,2594,2382,1430,876,2002,0.43799999999999994,237,689,0.344,605,838,0.722,390,1158,449,302,94,425,661,,68.2,106.4,0.419,0.344,0.54,50.4,51.3,12.4,8.0,0.49700000000000005,15.0,31.6,0.302,,68.2,97.7,0.43700000000000006,0.331,0.56,49.6,50.7,7.5,9.4,0.521,22.2,27.8,0.311,
24,Boston College,34,21,13,0.618,9.78,7.31,9,7,12,5,5,6,2440,2356,1360,856,1852,0.462,306,802,0.382,422,583,0.7240000000000001,319,1091,517,167,86,375,503,,64.1,111.9,0.315,0.433,0.573,49.4,60.4,7.7,6.8,0.545,15.0,30.3,0.228,,64.1,108.0,0.259,0.35200000000000004,0.534,50.6,51.7,7.8,10.6,0.507,13.8,33.2,0.183,
25,Boston University,35,21,14,0.6,-2.48,-3.85,12,4,12,2,4,10,2270,2222,1405,749,1865,0.402,265,747,0.355,507,695,0.7290000000000001,415,1249,345,189,129,418,635,,62.7,103.0,0.373,0.401,0.517,50.2,46.1,8.6,10.5,0.473,16.0,34.1,0.272,,62.7,100.9,0.301,0.375,0.495,49.8,53.9,7.9,10.9,0.46,15.0,34.3,0.212,
26,Bowling Green State,33,14,19,0.424,-5.94,-2.03,8,8,10,5,4,11,2116,2215,1335,803,1859,0.43200000000000005,146,491,0.297,364,567,0.642,359,1099,450,283,105,445,608,,66.1,95.9,0.305,0.264,0.49700000000000005,48.1,56.0,12.8,9.6,0.47100000000000003,17.3,30.5,0.196,,66.1,100.4,0.38,0.37200000000000005,0.5379999999999999,51.9,66.1,10.2,7.5,0.508,19.8,33.0,0.254,
27,Bradley,32,12,20,0.375,-1.52,1.67,4,14,8,8,2,10,2076,2164,1285,748,1751,0.42700000000000005,159,476,0.33399999999999996,421,583,0.722,295,1048,374,202,79,390,584,,65.9,98.1,0.33299999999999996,0.272,0.512,48.3,50.0,9.5,7.4,0.473,16.1,26.9,0.24,,65.9,102.2,0.373,0.379,0.536,51.7,64.8,8.4,7.4,0.496,17.0,29.9,0.26899999999999996,
28,Brigham Young,37,32,5,0.865,18.65,5.76,14,2,13,1,10,1,3012,2512,1495,1019,2267,0.449,312,865,0.361,662,865,0.765,420,1425,538,298,150,404,647,,71.1,113.4,0.382,0.382,0.562,51.9,52.8,11.2,9.9,0.518,13.1,31.2,0.292,,71.1,94.6,0.327,0.306,0.5,48.1,51.4,8.1,8.8,0.465,17.5,28.2,0.225,
29,Brown,28,11,17,0.39299999999999996,-7.27,-4.12,4,10,8,5,3,12,2002,2054,1125,688,1567,0.439,209,610,0.34299999999999997,417,558,0.747,221,959,399,147,76,343,464,,69.5,102.5,0.35600000000000004,0.389,0.546,48.5,58.0,7.5,6.6,0.506,15.8,23.3,0.266,,69.5,105.2,0.304,0.321,0.531,51.5,50.7,9.3,10.2,0.502,13.7,28.1,0.21100000000000002,
30,Bryant,30,9,21,0.3,-12.98,-3.12,7,11,5,8,3,12,2001,2258,1215,704,1683,0.418,243,673,0.361,350,537,0.652,315,990,400,167,82,409,565,,66.8,98.7,0.319,0.4,0.516,47.0,56.8,8.2,7.6,0.49,17.4,29.2,0.20800000000000002,,66.8,111.3,0.35700000000000004,0.374,0.564,53.0,62.1,9.9,9.4,0.5329999999999999,15.7,34.3,0.252,
31,Bucknell,34,25,9,0.735,2.39,-3.87,13,1,14,1,10,6,2387,2174,1365,827,1855,0.446,234,585,0.4,499,633,0.7879999999999999,270,1149,491,160,106,380,612,,66.1,105.9,0.341,0.315,0.5539999999999999,49.7,59.4,7.1,8.9,0.509,15.0,25.2,0.26899999999999996,,66.1,96.5,0.35,0.366,0.494,50.3,56.5,8.3,7.0,0.45399999999999996,15.4,29.0,0.244,
32,Buffalo,34,20,14,0.588,2.93,-2.22,8,8,13,3,7,10,2399,2197,1370,879,1863,0.47200000000000003,206,548,0.376,435,668,0.6509999999999999,408,1205,478,268,183,524,645,,67.0,104.6,0.359,0.294,0.55,52.5,54.4,11.7,14.3,0.527,19.4,37.1,0.233,,67.0,95.8,0.371,0.305,0.506,47.5,58.3,10.8,6.0,0.47200000000000003,19.3,33.2,0.248,
33,Butler,38,28,10,0.737,11.53,5.02,13,5,12,2,7,6,2707,2437,1540,919,2122,0.433,289,822,0.35200000000000004,580,799,0.726,431,1337,452,226,61,416,718,,64.5,109.0,0.377,0.387,0.541,52.3,49.2,9.1,4.7,0.501,14.3,33.2,0.273,,64.5,98.1,0.387,0.355,0.516,47.7,48.4,8.1,8.6,0.48100000000000004,16.7,27.9,0.26,
34,Cal Poly,30,15,15,0.5,-1.84,-2.39,10,6,7,5,8,9,1779,1766,1205,603,1551,0.389,190,610,0.311,383,577,0.664,343,1020,336,181,62,356,557,,61.4,96.1,0.37200000000000005,0.39299999999999996,0.48700000000000004,50.0,55.7,9.8,6.4,0.45,16.3,32.7,0.247,,61.4,95.4,0.419,0.34299999999999997,0.498,50.0,54.1,9.5,13.6,0.449,18.6,31.6,0.29600000000000004,
35,Cal State Bakersfield,28,9,19,0.321,-11.44,-2.16,0,0,7,8,2,11,1907,2167,1131,657,1661,0.396,181,546,0.332,412,598,0.6890000000000001,355,947,329,204,89,382,535,,69.6,96.9,0.36,0.32899999999999996,0.49,46.5,50.1,10.4,7.7,0.45,16.4,31.8,0.248,,69.6,110.1,0.396,0.27899999999999997,0.568,53.5,53.6,9.0,6.7,0.53,17.0,35.9,0.29,
36,Cal State Fullerton,31,11,20,0.355,-7.68,-2.81,7,9,7,5,4,12,2208,2326,1245,752,1675,0.449,198,540,0.36700000000000005,506,704,0.7190000000000001,324,1036,393,162,44,439,636,,68.4,103.7,0.42,0.322,0.5489999999999999,49.7,52.3,7.6,4.3,0.508,17.9,31.3,0.302,,68.4,109.3,0.435,0.39799999999999996,0.564,50.3,57.9,8.0,9.5,0.523,16.5,32.2,0.316,
37,Cal State Northridge,32,14,18,0.43799999999999994,-5.35,-1.55,9,7,7,5,5,10,2232,2280,1280,752,1725,0.436,176,542,0.325,552,820,0.6729999999999999,364,1111,407,208,111,504,738,,70.0,99.6,0.475,0.314,0.528,50.4,54.1,9.3,10.6,0.48700000000000004,19.2,33.0,0.32,,70.0,101.7,0.557,0.368,0.542,49.6,59.3,10.2,7.4,0.49200000000000005,18.6,32.2,0.386,
38,UC-Davis,30,10,20,0.33299999999999996,-5.69,-1.9,4,12,7,7,3,11,2136,2194,1227,744,1619,0.46,241,637,0.37799999999999995,407,559,0.728,225,920,450,196,76,422,589,,68.0,102.4,0.345,0.39299999999999996,0.5670000000000001,45.9,60.5,9.4,6.3,0.534,18.3,23.7,0.251,,68.0,105.2,0.402,0.295,0.5379999999999999,54.1,51.5,10.3,6.2,0.511,16.9,34.1,0.261,
39,UC-Irvine,32,13,19,0.406,-3.78,-2.36,6,10,9,6,4,12,2411,2419,1310,798,1892,0.42200000000000004,239,675,0.354,576,784,0.735,309,1148,390,213,57,412,691,,72.0,102.2,0.414,0.35700000000000004,0.532,47.8,48.9,9.0,4.9,0.485,15.4,25.9,0.304,,72.0,102.5,0.40299999999999997,0.379,0.537,52.2,53.4,6.3,7.4,0.495,17.1,30.4,0.289,
40,UC-Riverside,31,12,19,0.387,-8.26,-1.4,6,10,7,5,4,11,2044,2164,1255,745,1757,0.424,161,464,0.34700000000000003,393,576,0.682,370,1087,374,183,119,432,581,,66.6,97.8,0.32799999999999996,0.264,0.503,50.3,50.2,8.8,12.0,0.47,17.5,33.2,0.22399999999999998,,66.6,103.5,0.39299999999999996,0.409,0.5429999999999999,49.7,57.2,8.1,6.3,0.504,17.5,31.6,0.27899999999999997,
41,UC-Santa Barbara,32,18,14,0.563,1.22,0.12,8,8,9,4,5,8,2170,2105,1295,742,1636,0.45399999999999996,227,611,0.37200000000000005,459,610,0.752,277,1038,457,233,133,455,611,,65.1,102.9,0.373,0.373,0.563,49.6,61.6,11.0,12.2,0.523,19.1,28.4,0.281,,65.1,99.8,0.405,0.365,0.516,50.4,59.3,9.2,6.5,0.473,17.4,31.9,0.284,
42,University of California,33,18,15,0.545,9.45,9.17,10,8,12,6,5,6,2391,2382,1345,820,1779,0.461,169,481,0.35100000000000003,582,838,0.695,325,1153,493,188,84,448,588,,68.5,103.9,0.47100000000000003,0.27,0.5489999999999999,51.6,60.1,8.2,7.0,0.508,17.1,30.4,0.327,,68.5,103.5,0.33799999999999997,0.377,0.535,48.4,51.3,8.1,7.2,0.504,15.8,29.1,0.233,
43,Campbell,31,12,19,0.387,-6.67,-4.27,6,14,7,7,4,10,2032,2091,1245,742,1640,0.452,123,351,0.35,425,663,0.6409999999999999,353,1023,425,219,155,446,680,,65.6,99.5,0.40399999999999997,0.214,0.52,49.9,57.3,10.7,15.3,0.49,18.6,34.4,0.259,,65.6,102.3,0.499,0.354,0.539,50.1,63.3,9.6,10.6,0.493,19.0,34.6,0.348,
44,Canisius,30,15,15,0.5,-2.92,-3.55,9,9,10,4,5,10,2043,2024,1200,739,1742,0.424,231,662,0.349,334,478,0.6990000000000001,364,1063,449,207,145,414,580,,67.3,101.2,0.27399999999999997,0.38,0.519,49.3,60.8,10.3,12.6,0.491,17.4,34.1,0.192,,67.3,100.3,0.39399999999999996,0.315,0.507,50.7,57.1,9.6,8.7,0.466,17.0,35.6,0.272,
45,Centenary (LA),30,1,29,0.033,-25.21,-2.85,1,17,1,10,0,19,1775,2422,1200,598,1507,0.397,131,436,0.3,448,715,0.627,281,892,294,212,73,543,656,,70.8,83.6,0.474,0.289,0.48100000000000004,43.4,49.2,10.0,6.5,0.44,22.7,26.6,0.297,,70.8,114.0,0.478,0.341,0.581,56.6,57.0,13.6,12.1,0.552,17.4,38.7,0.32299999999999995,
46,Central Arkansas,29,5,24,0.172,-19.16,-5.39,1,15,4,9,0,14,1984,2216,1165,690,1657,0.41600000000000004,165,527,0.313,439,684,0.642,343,965,346,221,76,468,571,,72.4,94.2,0.413,0.318,0.501,47.3,50.1,10.5,6.6,0.466,19.1,31.4,0.265,,72.4,105.2,0.384,0.307,0.568,52.7,58.0,9.7,12.0,0.537,19.9,34.3,0.27,
47,Central Connecticut State,31,19,12,0.613,-1.94,-5.97,11,7,12,2,6,10,2170,2045,1255,766,1758,0.436,152,464,0.32799999999999996,486,634,0.767,393,1123,452,233,121,445,548,,67.6,102.4,0.361,0.264,0.527,51.1,59.0,11.0,10.2,0.479,17.8,36.6,0.276,,67.6,96.5,0.33399999999999996,0.324,0.504,48.9,49.0,9.1,7.4,0.47100000000000003,19.6,35.1,0.22699999999999998,
48,Central Florida,33,21,12,0.636,6.25,1.97,6,10,15,4,4,7,2271,2080,1320,767,1690,0.45399999999999996,195,582,0.335,542,785,0.69,358,1153,405,200,190,454,575,,65.3,105.3,0.46399999999999997,0.344,0.55,51.7,52.8,9.3,14.7,0.512,18.0,34.1,0.321,,65.3,96.5,0.32299999999999995,0.294,0.49200000000000005,48.3,53.9,10.5,9.5,0.462,16.8,32.8,0.212,
49,Central Michigan,31,10,21,0.32299999999999995,-8.01,-2.41,7,9,6,7,3,13,1841,2006,1255,661,1720,0.384,156,479,0.326,363,577,0.629,374,1026,272,223,112,420,665,,64.8,90.5,0.335,0.278,0.462,49.1,41.1,11.0,10.2,0.43,17.4,32.3,0.21100000000000002,,64.8,98.6,0.526,0.257,0.542,50.9,49.9,8.9,10.0,0.503,19.9,30.1,0.35,
50,Charleston Southern,32,16,16,0.5,-4.86,-4.57,9,9,12,2,3,12,2362,2197,1285,849,1898,0.447,208,573,0.363,456,604,0.755,421,1177,401,276,98,455,587,,69.0,106.6,0.318,0.302,0.541,52.7,47.2,12.5,8.1,0.502,17.2,37.3,0.24,,69.0,99.1,0.366,0.314,0.531,47.3,49.7,10.5,8.3,0.5,19.2,31.6,0.24600000000000002,
51,Charlotte,30,10,20,0.33299999999999996,-2.54,1.89,2,14,6,7,2,11,1997,2130,1250,674,1629,0.414,202,606,0.33299999999999996,447,613,0.7290000000000001,326,1057,353,193,96,446,529,,65.5,97.5,0.376,0.37200000000000005,0.52,50.4,52.4,9.4,8.5,0.47600000000000003,18.8,31.5,0.27399999999999997,,65.5,104.0,0.317,0.36,0.523,49.6,55.1,10.7,10.5,0.49,14.7,31.1,0.225,
52,Chattanooga,32,16,16,0.5,-9.44,-2.67,12,6,10,6,6,10,2274,2380,1295,761,1827,0.41700000000000004,272,846,0.322,480,740,0.649,373,1232,447,163,47,484,593,,70.8,99.2,0.405,0.46299999999999997,0.522,52.1,58.7,7.1,4.6,0.491,18.2,31.0,0.263,,70.8,103.8,0.326,0.462,0.546,47.9,62.7,10.7,8.6,0.519,16.1,25.9,0.223,
53,Chicago State,32,6,26,0.188,-27.71,-4.88,3,9,4,6,1,17,2128,2772,1295,759,1893,0.401,145,491,0.295,465,718,0.648,362,1137,392,206,81,550,764,,74.7,88.0,0.379,0.259,0.47600000000000003,46.1,51.6,8.5,6.7,0.439,19.8,28.4,0.24600000000000002,,74.7,114.6,0.479,0.377,0.579,53.9,63.9,10.3,8.7,0.544,15.6,35.0,0.324,
54,Cincinnati,35,26,9,0.743,15.41,6.1,11,7,15,3,7,4,2412,2086,1405,848,1939,0.43700000000000006,220,651,0.33799999999999997,496,742,0.6679999999999999,454,1237,497,258,129,401,605,,63.6,107.9,0.38299999999999995,0.336,0.526,53.2,58.6,11.5,10.2,0.494,14.9,38.1,0.256,,63.6,93.3,0.354,0.29600000000000004,0.499,46.8,55.1,9.2,7.8,0.45799999999999996,19.1,31.0,0.249,
55,Citadel,32,10,22,0.313,-9.84,-2.84,6,12,6,8,3,12,2049,2237,1285,752,1758,0.428,157,488,0.322,388,542,0.716,361,1120,402,151,47,407,529,,64.4,99.1,0.308,0.278,0.508,52.0,53.5,7.3,4.1,0.47200000000000003,16.8,33.0,0.221,,64.4,108.2,0.314,0.35700000000000004,0.5489999999999999,48.0,53.1,9.4,8.5,0.524,14.3,28.3,0.214,
56,Clemson,34,22,12,0.647,13.76,6.58,9,7,15,2,3,7,2330,2086,1370,810,1827,0.44299999999999995,217,630,0.344,493,703,0.701,384,1177,445,272,161,447,624,,65.1,104.6,0.385,0.345,0.539,51.2,54.9,12.2,13.2,0.503,17.1,34.2,0.27,,65.1,93.6,0.348,0.324,0.49700000000000005,48.8,52.8,10.1,8.8,0.456,19.7,32.5,0.247,
57,Cleveland State,36,27,9,0.75,7.59,1.74,13,5,17,3,9,5,2556,2291,1440,859,1980,0.434,237,695,0.341,601,822,0.731,383,1214,427,269,97,410,718,,66.5,106.8,0.415,0.35100000000000003,0.539,49.1,49.7,11.2,7.4,0.494,14.7,31.2,0.304,,66.5,95.7,0.409,0.309,0.505,50.9,58.0,8.1,11.3,0.46399999999999997,18.9,33.1,0.278,
58,Coastal Carolina,34,28,6,0.8240000000000001,2.35,-5.15,16,2,15,3,10,2,2597,2178,1375,930,1915,0.486,161,484,0.33299999999999996,576,832,0.6920000000000001,413,1339,521,227,153,443,517,,68.0,111.2,0.434,0.253,0.562,54.9,56.0,9.7,11.7,0.528,16.1,36.6,0.301,,68.0,93.2,0.257,0.35100000000000003,0.483,45.1,45.5,8.8,8.0,0.456,16.9,29.3,0.171,
59,Colgate,30,7,23,0.233,-15.8,-5.03,4,10,3,9,4,14,1947,2270,1215,683,1631,0.419,164,490,0.335,417,611,0.682,328,1023,379,173,89,475,617,,68.0,94.3,0.375,0.3,0.507,50.0,55.5,8.4,8.0,0.469,19.8,31.5,0.256,,68.0,109.9,0.44799999999999995,0.336,0.561,50.0,56.4,11.2,9.4,0.514,14.7,30.8,0.332,
60,College of Charleston,37,26,11,0.703,6.17,-1.05,14,4,13,1,10,8,2821,2554,1480,1037,2173,0.47700000000000004,306,835,0.366,441,595,0.741,404,1278,497,214,150,448,561,,67.6,112.7,0.27399999999999997,0.384,0.574,49.4,47.9,8.5,9.4,0.5479999999999999,15.4,32.8,0.203,,67.6,102.0,0.271,0.28300000000000003,0.51,50.6,48.8,9.1,5.4,0.485,16.1,35.4,0.182,
61,Colorado State,32,19,13,0.594,7.49,5.26,9,7,9,5,6,5,2279,2166,1285,798,1707,0.467,187,561,0.33299999999999996,496,717,0.6920000000000001,333,1093,424,232,82,449,607,,67.4,105.2,0.42,0.32899999999999996,0.557,51.1,53.1,10.7,7.2,0.522,18.0,32.0,0.29100000000000004,,67.4,100.0,0.379,0.345,0.525,48.9,51.2,9.3,9.5,0.48700000000000004,17.7,30.7,0.266,
62,Colorado,38,24,14,0.632,11.45,5.61,8,8,18,2,3,9,3025,2787,1535,1058,2237,0.473,230,618,0.37200000000000005,679,873,0.778,447,1367,524,259,111,445,697,,69.1,114.0,0.39,0.276,0.57,52.0,49.5,9.8,7.3,0.524,14.4,35.3,0.304,,69.1,105.1,0.355,0.315,0.539,48.0,54.1,8.9,7.7,0.505,16.5,32.4,0.25,
63,Columbia,28,15,13,0.536,-5.22,-4.81,6,8,10,4,5,9,1982,1988,1130,702,1642,0.428,158,468,0.33799999999999997,420,588,0.7140000000000001,353,1026,324,180,84,348,536,,68.1,103.0,0.358,0.285,0.516,52.5,46.2,9.4,7.4,0.47600000000000003,15.3,34.2,0.256,,68.1,103.3,0.387,0.264,0.545,47.5,51.8,8.9,7.8,0.505,16.4,26.9,0.281,
64,Connecticut,41,32,9,0.78,17.95,10.44,9,9,13,4,5,5,2967,2659,1670,1053,2429,0.434,234,711,0.32899999999999996,627,822,0.763,570,1626,534,259,228,464,646,,65.1,109.2,0.33799999999999997,0.293,0.526,52.9,50.7,9.5,13.6,0.48200000000000004,14.1,38.7,0.258,,65.1,97.9,0.268,0.322,0.47600000000000003,47.1,51.5,9.2,8.3,0.445,14.5,34.1,0.182,
