62.5,102.6,.387,.367,.572,45.3,68.4,9.9,8.7,.540,17.5,20.4,.273,
67.0,102.9,.313,.379,.530,47.9,58.3,9.8,9.2,.499,15.4,28.3,.220,
71.6,89.8,.418,.272,.472,48.8,53.6,11.6,13.1,.435,18.8,31.5,.261,
63.1,105.7,.297,.405,.538,51.7,55.6,8.2,8.2,.508,16.4,33.4,.213,
66.5,91.6,.473,.317,.476,50.7,55.5,10.9,13.1,.440,19.5,35.6,.285,
65.3,101.6,.316,.247,.520,52.0,48.8,14.4,14.2,.487,17.8,36.8,.223,
61.0,101.1,.297,.369,.517,51.7,51.1,7.5,8.3,.494,17.4,35.1,.192,
77.7,84.2,.469,.216,.452,43.5,41.5,10.0,8.3,.404,18.9,25.4,.297,
61.9,105.2,.375,.348,.543,52.4,60.1,6.5,7.6,.506,15.5,29.8,.269,
68.9,105.5,.399,.335,.548,49.9,41.4,8.3,7.2,.511,16.3,30.3,.281,
64.4,99.0,.290,.409,.521,47.3,64.4,9.8,10.9,.501,16.6,27.7,.182,
66.9,112.8,.436,.361,.583,53.1,55.3,7.7,6.5,.541,16.3,34.0,.325,
65.4,103.3,.423,.317,.528,48.9,52.5,8.9,7.4,.488,15.5,29.9,.292,
68.4,86.2,.401,.345,.483,46.7,56.9,10.9,6.4,.449,21.3,26.9,.252,
65.6,103.8,.435,.294,.526,53.4,48.7,9.6,8.5,.481,16.7,35.9,.308,
67.7,102.8,.394,.325,.532,48.0,49.3,10.6,13.9,.495,16.6,30.7,.274,
68.2,99.6,.298,.426,.525,48.8,57.0,8.3,5.1,.493,17.9,30.0,.212,
65.7,93.8,.391,.274,.481,49.4,51.7,11.7,10.8,.442,18.0,33.8,.257,
68.6,105.4,.394,.264,.539,50.8,53.8,12.3,11.3,.506,17.2,35.6,.268,
64.7,103.3,.504,.273,.538,50.3,60.2,9.2,5.5,.492,17.1,32.2,.349,
66.5,104.0,.432,.293,.552,53.3,48.5,10.5,11.9,.515,20.0,36.6,.300,
69.2,114.3,.382,.422,.577,52.5,60.9,13.9,9.7,.542,16.6,37.4,.281,
63.5,101.6,.396,.244,.520,49.7,49.4,11.0,7.6,.477,16.1,32.4,.281,
61.6,96.7,.283,.402,.500,46.2,51.9,8.2,9.0,.468,17.1,30.0,.199,
68.2,106.4,.419,.344,.540,50.4,51.3,12.4,8.0,.497,15.0,31.6,.302,
64.1,111.9,.315,.433,.573,49.4,60.4,7.7,6.8,.545,15.0,30.3,.228,
62.7,103.0,.373,.401,.517,50.2,46.1,8.6,10.5,.473,16.0,34.1,.272,
66.1,95.9,.305,.264,.497,48.1,56.0,12.8,9.6,.471,17.3,30.5,.196,
65.9,98.1,.333,.272,.512,48.3,50.0,9.5,7.4,.473,16.1,26.9,.240,
71.1,113.4,.382,.382,.562,51.9,52.8,11.2,9.9,.518,13.1,31.2,.292,
69.5,102.5,.356,.389,.546,48.5,58.0,7.5,6.6,.506,15.8,23.3,.266,
66.8,98.7,.319,.400,.516,47.0,56.8,8.2,7.6,.490,17.4,29.2,.208,
66.1,105.9,.341,.315,.554,49.7,59.4,7.1,8.9,.509,15.0,25.2,.269,
67.0,104.6,.359,.294,.550,52.5,54.4,11.7,14.3,.527,19.4,37.1,.233,
64.5,109.0,.377,.387,.541,52.3,49.2,9.1,4.7,.501,14.3,33.2,.273,
61.4,96.1,.372,.393,.487,50.0,55.7,9.8,6.4,.450,16.3,32.7,.247,
69.6,96.9,.360,.329,.490,46.5,50.1,10.4,7.7,.450,16.4,31.8,.248,
68.4,103.7,.420,.322,.549,49.7,52.3,7.6,4.3,.508,17.9,31.3,.302,
70.0,99.6,.475,.314,.528,50.4,54.1,9.3,10.6,.487,19.2,33.0,.320,
68.0,102.4,.345,.393,.567,45.9,60.5,9.4,6.3,.534,18.3,23.7,.251,
72.0,102.2,.414,.357,.532,47.8,48.9,9.0,4.9,.485,15.4,25.9,.304,
66.6,97.8,.328,.264,.503,50.3,50.2,8.8,12.0,.470,17.5,33.2,.224,
65.1,102.9,.373,.373,.563,49.6,61.6,11.0,12.2,.523,19.1,28.4,.281,
68.5,103.9,.471,.270,.549,51.6,60.1,8.2,7.0,.508,17.1,30.4,.327,
65.6,99.5,.404,.214,.520,49.9,57.3,10.7,15.3,.490,18.6,34.4,.259,
67.3,101.2,.274,.380,.519,49.3,60.8,10.3,12.6,.491,17.4,34.1,.192,
70.8,83.6,.474,.289,.481,43.4,49.2,10.0,6.5,.440,22.7,26.6,.297,
72.4,94.2,.413,.318,.501,47.3,50.1,10.5,6.6,.466,19.1,31.4,.265,
67.6,102.4,.361,.264,.527,51.1,59.0,11.0,10.2,.479,17.8,36.6,.276,
65.3,105.3,.464,.344,.550,51.7,52.8,9.3,14.7,.512,18.0,34.1,.321,
64.8,90.5,.335,.278,.462,49.1,41.1,11.0,10.2,.430,17.4,32.3,.211,
69.0,106.6,.318,.302,.541,52.7,47.2,12.5,8.1,.502,17.2,37.3,.240,
65.5,97.5,.376,.372,.520,50.4,52.4,9.4,8.5,.476,18.8,31.5,.274,
70.8,99.2,.405,.463,.522,52.1,58.7,7.1,4.6,.491,18.2,31.0,.263,
74.7,88.0,.379,.259,.476,46.1,51.6,8.5,6.7,.439,19.8,28.4,.246,
63.6,107.9,.383,.336,.526,53.2,58.6,11.5,10.2,.494,14.9,38.1,.256,
64.4,99.1,.308,.278,.508,52.0,53.5,7.3,4.1,.472,16.8,33.0,.221,
65.1,104.6,.385,.345,.539,51.2,54.9,12.2,13.2,.503,17.1,34.2,.270,
66.5,106.8,.415,.351,.539,49.1,49.7,11.2,7.4,.494,14.7,31.2,.304,
68.0,111.2,.434,.253,.562,54.9,56.0,9.7,11.7,.528,16.1,36.6,.301,
68.0,94.3,.375,.300,.507,50.0,55.5,8.4,8.0,.469,19.8,31.5,.256,
67.6,112.7,.274,.384,.574,49.4,47.9,8.5,9.4,.548,15.4,32.8,.203,
67.4,105.2,.420,.329,.557,51.1,53.1,10.7,7.2,.522,18.0,32.0,.291,
69.1,114.0,.390,.276,.570,52.0,49.5,9.8,7.3,.524,14.4,35.3,.304,
68.1,103.0,.358,.285,.516,52.5,46.2,9.4,7.4,.476,15.3,34.2,.256,
65.1,109.2,.338,.293,.526,52.9,50.7,9.5,13.6,.482,14.1,38.7,.258,
69.8,102.2,.341,.361,.529,48.8,45.3,10.3,6.3,.495,16.6,31.2,.239,
66.0,102.6,.311,.425,.525,47.5,61.7,10.0,7.2,.496,15.7,29.5,.215,
63.5,108.1,.360,.373,.563,52.9,60.7,6.7,8.0,.529,16.5,31.0,.263,
66.2,89.5,.295,.284,.478,44.7,42.5,9.7,7.6,.442,18.0,26.6,.206,
68.2,106.2,.359,.397,.542,53.1,51.9,7.2,7.8,.502,17.4,35.8,.263,
66.0,100.6,.332,.329,.501,53.3,61.7,7.1,8.7,.468,16.5,35.7,.225,
61.3,101.1,.284,.377,.524,42.0,51.5,13.7,10.0,.493,15.8,27.9,.203,
62.9,99.2,.402,.328,.514,48.4,48.7,5.8,10.3,.473,16.1,28.1,.278,
58.6,100.7,.381,.437,.575,44.7,66.1,9.3,10.9,.542,19.1,20.0,.276,
68.9,97.3,.333,.288,.505,44.5,58.2,10.7,7.7,.471,16.8,30.0,.227,
70.5,104.1,.471,.260,.548,52.4,47.7,10.6,12.9,.509,18.7,36.4,.324,
65.4,98.1,.381,.356,.526,45.8,52.3,8.6,7.6,.490,16.6,23.9,.261,
63.4,100.2,.403,.223,.489,56.6,48.4,6.4,7.1,.458,15.5,37.6,.248,
70.2,115.2,.374,.353,.576,51.9,50.9,10.4,9.7,.537,14.7,35.1,.282,
71.3,108.0,.417,.374,.546,48.0,65.5,13.7,14.2,.525,15.8,34.1,.259,
65.8,102.9,.494,.417,.543,48.5,59.9,9.8,7.7,.500,18.3,31.2,.342,
66.0,105.2,.445,.281,.540,51.4,44.7,10.2,11.2,.503,17.0,33.9,.301,
63.7,94.3,.320,.239,.500,51.2,57.2,9.3,7.6,.460,18.8,32.4,.232,
62.3,105.0,.328,.424,.559,47.1,61.7,9.6,8.1,.524,16.9,26.8,.243,
67.2,91.1,.353,.392,.481,49.2,61.3,9.7,9.8,.452,18.4,28.7,.221,
66.5,100.5,.363,.389,.512,49.3,51.7,8.6,10.7,.480,17.2,34.0,.240,
70.3,105.6,.382,.439,.546,48.0,56.9,7.8,6.5,.508,15.6,28.6,.272,
66.1,100.0,.465,.257,.541,47.9,62.5,8.3,5.7,.496,17.5,25.4,.329,
65.8,98.7,.389,.258,.505,51.8,58.2,12.4,9.4,.472,17.7,35.0,.255,
67.2,94.1,.394,.289,.486,50.2,52.6,8.4,8.8,.444,18.6,33.4,.266,
68.7,92.0,.402,.349,.483,50.2,41.8,11.1,9.8,.453,19.8,35.5,.243,
64.7,105.0,.392,.292,.523,49.1,50.5,9.2,12.8,.492,14.7,32.9,.258,
69.2,93.7,.426,.319,.493,50.7,54.3,9.0,6.3,.454,20.0,35.3,.277,
69.4,101.6,.490,.305,.532,47.7,44.6,11.7,10.5,.488,17.9,32.5,.336,
69.3,99.4,.381,.333,.522,53.3,51.1,12.2,17.5,.490,19.4,35.6,.253,
63.9,110.3,.357,.317,.547,54.0,53.8,9.1,9.5,.521,15.6,37.2,.239,
67.9,94.4,.307,.331,.479,50.0,54.0,6.2,11.4,.452,17.3,34.2,.194,
67.5,99.7,.390,.357,.508,50.8,59.4,12.6,10.2,.480,17.2,33.3,.245,
63.5,107.5,.405,.371,.556,52.2,52.8,8.0,9.7,.516,17.4,34.8,.294,
65.9,93.7,.313,.359,.496,50.5,46.6,10.6,7.0,.469,19.2,31.8,.201,
64.3,111.9,.386,.308,.562,51.5,55.1,10.1,8.9,.532,14.6,32.9,.266,
64.7,99.9,.376,.315,.497,51.1,52.1,9.9,12.3,.468,16.4,36.4,.236,
64.8,108.5,.334,.371,.572,52.0,59.5,9.3,11.2,.541,18.0,33.7,.245,
69.5,93.2,.401,.262,.528,47.8,51.1,12.3,7.9,.491,22.5,30.5,.276,
63.6,95.5,.328,.305,.495,51.9,57.1,10.0,14.7,.475,19.3,35.8,.195,
69.2,97.3,.318,.347,.492,50.7,54.3,13.7,11.7,.457,16.6,33.5,.219,
64.6,104.0,.366,.250,.530,53.4,60.1,9.7,12.8,.495,17.2,36.8,.255,
68.4,111.3,.416,.281,.576,54.8,58.2,10.5,10.5,.531,16.9,35.4,.317,
