68.0,100.1,.349,.354,.554,47.1,56.6,10.5,8.5,.530,18.5,23.4,.232,
69.1,104.6,.381,.388,.544,50.3,60.5,8.5,5.7,.506,15.2,26.4,.273,
68.1,113.1,.366,.484,.580,51.2,54.5,8.1,8.6,.556,15.0,29.7,.250,
65.5,93.3,.396,.289,.487,46.4,51.9,5.2,4.4,.446,17.2,29.5,.265,
67.7,105.2,.373,.322,.556,52.4,60.2,7.0,13.2,.518,17.3,30.3,.274,
69.6,93.1,.346,.368,.478,50.4,41.7,6.8,8.0,.447,18.6,34.5,.220,
67.4,100.3,.391,.372,.515,53.8,48.2,8.6,11.6,.483,17.3,34.1,.255,
65.3,109.2,.333,.266,.555,55.5,49.0,7.8,5.6,.517,15.6,33.6,.252,
69.2,99.9,.328,.359,.515,51.4,53.1,9.4,9.2,.488,17.5,32.5,.214,
65.2,94.0,.307,.343,.522,46.6,49.0,10.6,6.9,.503,18.3,21.7,.190,
72.4,101.2,.378,.417,.525,50.7,55.3,7.7,7.6,.491,16.5,28.2,.258,
72.5,108.0,.319,.438,.550,45.1,48.4,8.1,8.8,.514,12.7,24.2,.239,
67.3,113.8,.405,.305,.580,55.1,51.3,8.1,8.8,.537,14.5,33.0,.310,
66.0,102.7,.333,.342,.540,50.6,48.9,8.6,11.7,.502,16.9,28.8,.246,
68.8,88.1,.337,.360,.494,46.8,48.1,12.4,9.5,.463,22.4,29.6,.220,
68.9,106.1,.415,.323,.547,52.1,48.1,7.8,7.3,.522,16.2,31.4,.265,
71.7,110.6,.381,.295,.558,49.5,49.8,10.8,12.4,.514,14.3,31.5,.290,
72.0,99.7,.280,.433,.538,51.8,61.8,7.6,4.9,.518,18.2,27.0,.183,
75.2,106.1,.425,.401,.544,48.4,48.3,9.6,13.4,.511,15.5,30.2,.285,
71.8,106.9,.405,.373,.569,44.9,40.2,7.8,6.3,.535,15.4,24.4,.286,
72.7,106.7,.346,.418,.571,51.2,56.9,8.1,8.8,.540,17.5,28.2,.248,
65.4,111.4,.338,.328,.562,56.5,59.1,7.9,13.0,.530,17.1,39.8,.244,
69.0,110.7,.306,.526,.590,52.1,60.3,6.3,6.8,.558,16.3,26.3,.235,
70.1,98.8,.274,.352,.498,47.0,53.3,10.6,7.9,.472,15.3,31.1,.182,
67.4,100.4,.316,.390,.538,48.6,53.4,7.7,6.9,.508,16.4,23.4,.223,
70.4,106.7,.412,.403,.558,51.3,47.7,7.0,6.1,.520,15.9,28.2,.294,
72.5,100.0,.296,.364,.541,50.2,56.1,7.7,7.3,.516,17.9,25.7,.201,
70.0,102.8,.336,.419,.547,50.1,55.0,11.6,7.7,.517,17.7,28.1,.234,
72.7,100.1,.361,.329,.514,48.8,46.9,9.4,7.1,.481,15.1,28.1,.241,
68.7,95.0,.418,.354,.524,49.2,50.9,8.9,10.5,.488,19.5,26.0,.281,
75.6,106.7,.422,.325,.555,53.5,57.0,8.7,11.7,.511,16.0,29.1,.310,
72.1,105.1,.445,.401,.566,47.8,54.3,10.5,5.3,.516,17.6,27.1,.338,
70.0,103.2,.332,.366,.535,49.4,54.8,9.5,5.8,.499,16.2,29.5,.239,
70.7,107.9,.372,.384,.578,50.6,54.1,10.2,9.7,.553,16.8,26.7,.253,
