Illinois,36,21,15,0.583,11.58,9.58,10,8,13,5,7,4,2547,2406,1460,957,2127,0.45,219,645,0.34,414,581,0.713,396,1337,570,202,144,443,611,66.9,104.3,0.273,0.303,0.53,51.9,59.6,8.3,11.4,0.501,15.6,32.2,0.195,,66.9,98.5,0.318,0.397,0.499,48.1,55,9,4.1,0.464,15.2,30.2,0.221
Indiana State,32,17,15,0.531,1.11,2.4,9,9,11,3,5,10,2113,2123,1300,708,1681,0.421,221,630,0.351,476,619,0.769,290,1067,335,177,120,401,590,64.1,101.4,0.368,0.375,0.535,48.2,47.3,8.5,10.2,0.487,16.9,27.6,0.283,,64.1,101.9,0.368,0.339,0.506,51.8,51.4,9,7,0.472,14.9,33.1,0.245
Indiana,31,10,21,0.323,0.76,9.37,4,14,8,9,1,8,2053,2215,1250,703,1687,0.417,160,469,0.341,487,705,0.691,396,1090,375,211,107,486,636,67.6,97.1,0.418,0.278,0.508,49.7,53.3,10,9.2,0.464,19.4,35.6,0.289,,67.6,104.8,0.412,0.326,0.535,50.3,57.4,10.4,13.2,0.498,17.4,35.8,0.285
Iona,31,21,10,0.677,2.31,-1.85,12,6,11,3,8,4,2050,1921,1245,700,1667,0.42,227,619,0.367,423,621,0.681,322,1041,421,246,90,420,614,66.5,99,0.373,0.371,0.522,48.3,60.1,11.9,8.4,0.488,17.6,29.7,0.254,,66.5,92.8,0.473,0.317,0.498,51.7,51.4,10.8,13.8,0.451,20.7,32.9,0.317
Iowa State,32,15,17,0.469,9.6,8.37,4,12,11,7,3,7,2250,2174,1260,804,1811,0.444,200,540,0.37,442,673,0.657,378,1193,442,162,155,437,490,69.3,103,0.372,0.298,0.528,51.4,55,7.4,11.9,0.499,17,33.4,0.244,,69.3,99.5,0.266,0.319,0.504,48.6,48.1,10.6,7.5,0.472,15.4,31.4,0.191
Iowa,32,10,22,0.313,2.12,8.09,4,14,9,9,1,10,1937,2112,1285,675,1629,0.414,239,753,0.317,348,503,0.692,317,1023,394,134,64,440,507,62,97.3,0.309,0.462,0.518,50.1,58.4,6.7,5.7,0.488,19.1,30.4,0.214,,62,106.1,0.298,0.338,0.545,49.9,56.4,10.7,12.4,0.517,15.3,29.3,0.212
IPFW,31,16,15,0.516,-9.42,-4.73,9,9,10,4,5,10,2129,2112,1255,747,1790,0.417,221,583,0.379,414,595,0.696,335,1103,376,183,145,398,592,67.9,100,0.332,0.326,0.514,49.3,50.3,8.6,11.6,0.479,16.1,29.3,0.231,,67.9,99.2,0.383,0.278,0.515,50.7,46.9,8.8,11.6,0.467,16.2,29.7,0.283
IUPUI,36,25,11,0.694,1.63,-4.08,15,3,11,3,10,5,2681,2420,1465,953,1891,0.504,204,525,0.389,571,799,0.715,359,1199,538,317,167,513,573,66.3,110.5,0.423,0.278,0.59,51.5,56.5,13.1,12.8,0.558,18.4,33.5,0.302,,66.3,99.7,0.297,0.359,0.522,48.5,56.2,9.5,7.8,0.494,18.4,33,0.203
Jackson State,32,19,13,0.594,-13.21,-10.66,17,1,9,3,9,8,2028,2089,1290,682,1725,0.395,177,540,0.328,487,755,0.645,413,1214,359,190,119,469,659,66.7,94.3,0.438,0.313,0.487,51.7,52.6,8.8,10.4,0.447,18.4,35,0.282,,66.7,97.2,0.471,0.332,0.498,48.3,49.3,10.8,10.4,0.456,16.9,31.3,0.307
Jacksonville State,30,11,19,0.367,-8.18,-4.22,7,11,10,7,1,12,2088,2144,1205,727,1670,0.435,181,497,0.364,453,619,0.732,328,1026,455,202,142,415,560,68.1,101.8,0.371,0.298,0.532,49.1,62.6,9.8,12.1,0.49,17.4,31.8,0.271,,68.1,104.5,0.397,0.304,0.534,50.9,55.9,10.6,7.7,0.498,16.7,33.9,0.272
Jacksonville,33,20,13,0.606,-1.71,-2.3,14,6,8,3,10,10,2304,2228,1320,803,1915,0.419,176,529,0.333,522,739,0.706,480,1230,393,279,137,481,654,69,101.1,0.386,0.276,0.508,52.3,48.9,12.2,11.4,0.465,17.5,38.7,0.273,,69,97.8,0.458,0.31,0.527,47.7,51.9,9.5,7.9,0.484,20.3,32.6,0.315
James Madison,33,13,20,0.394,-4.96,-1.52,4,14,9,5,2,13,2210,2307,1320,796,1810,0.44,189,605,0.312,429,628,0.683,353,1149,462,204,140,477,532,67.8,98.7,0.347,0.334,0.524,49.1,58,9.1,10.1,0.492,18.5,31.7,0.237,,67.8,103.1,0.311,0.299,0.507,50.9,54.8,11.3,7,0.474,14.9,35.1,0.217
Kansas State,37,29,8,0.784,19.88,10.28,11,5,13,3,7,2,2949,2584,1500,981,2182,0.45,253,703,0.36,734,1098,0.668,559,1437,541,274,187,529,828,71.2,110.5,0.503,0.322,0.545,52.9,55.1,10.3,13.2,0.508,16.4,40.4,0.336,,71.2,96.8,0.469,0.302,0.519,47.1,51.6,9.6,8.4,0.47,20,33.9,0.328
Kansas,36,33,3,0.917,24.68,8.25,15,1,18,0,9,2,2937,2312,1450,1033,2111,0.489,262,648,0.404,609,871,0.699,468,1457,609,301,232,470,658,69.4,116.8,0.413,0.307,0.582,54.6,59,12,16,0.551,15.7,38.4,0.288,,69.4,91.9,0.314,0.323,0.47,45.4,55.1,9.3,9.1,0.432,16.9,31.7,0.215
Kennesaw State,33,13,20,0.394,-10.08,-3.69,7,13,8,6,3,12,2182,2314,1330,784,1924,0.407,235,715,0.329,379,557,0.68,450,1166,417,218,121,480,529,66.7,98.5,0.29,0.372,0.498,48.5,53.2,9.8,9.3,0.469,18,36.5,0.197,,66.7,104.4,0.293,0.323,0.527,51.5,58.3,10.9,7.4,0.504,17.7,38.8,0.191
Kent State,34,24,10,0.706,5.28,0.74,13,3,14,2,9,6,2382,2213,1370,839,1942,0.432,189,599,0.316,515,766,0.672,410,1207,437,285,91,407,631,67.1,103.7,0.394,0.308,0.517,50.5,52.1,12.4,7.7,0.481,15,33,0.265,,67.1,96.3,0.373,0.343,0.522,49.5,56.5,8.4,8.7,0.483,19.8,30.4,0.263
Kentucky,38,35,3,0.921,21.13,6.82,14,2,18,0,7,2,3012,2468,1535,1066,2228,0.478,231,697,0.331,649,971,0.668,548,1584,573,279,273,547,641,70,112.1,0.436,0.313,0.56,55.4,53.8,10.4,17.8,0.53,16.9,41,0.291,,70,91.9,0.297,0.338,0.467,44.6,47.8,9.7,7.8,0.431,16.7,32,0.204
La Salle,30,12,18,0.4,-0.28,2.46,4,12,6,7,4,8,2111,2193,1200,756,1718,0.44,164,487,0.337,435,652,0.667,420,1167,415,187,140,471,517,69.1,101.8,0.38,0.283,0.521,53,54.9,9,11.7,0.488,18.8,38.9,0.253,,69.1,105.8,0.335,0.335,0.525,47,59.7,11.8,9.3,0.494,14.4,33.4,0.228
Lafayette,32,19,13,0.594,-7.96,-8.99,8,6,13,3,6,10,2320,2287,1285,775,1710,0.453,258,691,0.373,512,670,0.764,274,991,482,235,91,422,552,67.7,106.7,0.392,0.404,0.572,46.6,62.2,10.8,7.5,0.529,17.2,26.9,0.299,,67.7,105.1,0.287,0.346,0.545,53.4,51.5,8.7,7.3,0.523,18.2,35.3,0.193
Lamar,32,14,18,0.438,-11.11,-4.22,5,11,13,5,1,13,2200,2288,1285,755,1782,0.424,122,453,0.269,568,839,0.677,449,1257,439,202,115,510,609,70,97.9,0.471,0.254,0.504,53.6,58.1,9,8.9,0.458,19,38.1,0.319,,70,101.8,0.361,0.301,0.527,46.4,58.3,11.8,9.4,0.496,16.9,30.8,0.243
Lehigh,33,22,11,0.667,-3.33,-7.79,10,4,15,2,7,8,2478,2331,1330,842,1853,0.454,220,551,0.399,574,799,0.718,339,1201,495,203,85,429,589,70,106.5,0.431,0.297,0.555,50.9,58.8,8.7,6.7,0.514,16.1,29.8,0.31,,70,100.2,0.309,0.349,0.52,49.1,57.3,9.4,8.7,0.487,16.8,29.5,0.219
Liberty,31,15,16,0.484,-13.22,-7.25,10,8,8,6,5,9,2093,2114,1240,727,1656,0.439,171,510,0.335,468,669,0.7,333,1141,383,205,91,483,567,68.6,98.4,0.404,0.308,0.53,51.4,52.7,9.6,8.1,0.491,19.7,31.8,0.283,,68.6,99.3,0.321,0.38,0.508,48.6,61.2,10.7,7.5,0.484,16.7,31.2,0.203
Lipscomb,30,17,13,0.567,-2.07,-3.07,14,6,9,5,8,7,2373,2255,1210,826,1778,0.465,243,667,0.364,478,678,0.705,385,1105,519,201,76,439,520,70.8,110.7,0.381,0.375,0.565,52,62.8,9.4,6.5,0.533,17.3,36,0.269,,70.8,105.2,0.308,0.349,0.549,48,54.1,9.1,9.3,0.533,16.8,31.8,0.194
Long Beach State,33,17,16,0.515,-0.42,1.55,8,8,8,3,6,10,2344,2347,1335,828,1912,0.433,202,613,0.33,486,745,0.652,395,1176,440,256,89,473,591,70.2,100,0.39,0.321,0.517,48.7,53.1,10.9,6.8,0.486,17.3,32.1,0.254,,70.2,100.2,0.324,0.321,0.525,51.3,52,8.4,8.1,0.493,18.5,34.1,0.224
Long Island University,31,14,17,0.452,-11.56,-8.25,11,7,10,3,4,13,2162,2225,1265,721,1802,0.4,230,661,0.348,490,709,0.691,426,1210,335,180,122,438,551,68.2,100.2,0.393,0.367,0.505,51.2,46.5,8.3,9.9,0.464,17,35.3,0.272,,68.2,103.2,0.315,0.335,0.52,48.8,56.1,9.6,12.3,0.493,15.6,32.1,0.21
Longwood,31,12,19,0.387,-14.69,-3.74,0,0,9,3,3,14,2297,2437,1240,859,1963,0.438,217,632,0.343,362,554,0.653,388,1091,524,221,69,475,652,74.6,99.3,0.282,0.322,0.516,47.9,61,9.6,5.2,0.493,17.6,32,0.184,,74.6,105.4,0.459,0.259,0.562,52.1,49.5,9.7,10.2,0.527,18.9,33.9,0.314
Louisiana-Lafayette,30,13,17,0.433,-4.74,-4.74,10,8,10,4,3,12,2043,2025,1200,743,1657,0.448,168,521,0.322,389,572,0.68,311,958,351,207,133,391,610,67,101.7,0.345,0.314,0.53,47.9,47.2,10.3,12.2,0.499,16.9,31.1,0.235,,67,100.8,0.472,0.304,0.528,52.1,47.6,7.1,5.5,0.481,18.8,35.2,0.331
Louisiana-Monroe,31,12,19,0.387,-10.75,-5.3,6,12,8,6,3,12,2108,2224,1240,683,1621,0.421,194,550,0.353,548,757,0.724,370,1039,298,216,91,503,627,68,100,0.467,0.339,0.532,51.3,43.6,10.2,8.2,0.481,20.3,35.9,0.338,,68,105.5,0.406,0.329,0.56,48.7,56.9,10.2,10.1,0.526,18.2,32.8,0.284
Louisiana State,31,11,20,0.355,0.97,5.93,2,14,11,7,0,9,1905,2059,1245,690,1727,0.4,141,491,0.287,384,552,0.696,396,1114,354,189,116,397,547,64,95.7,0.32,0.284,0.479,50.7,51.3,9.5,10.7,0.44,16.6,35.4,0.222,,64,103.4,0.368,0.351,0.522,49.3,45.6,10.8,10.2,0.491,16.3,33.5,0.245
Louisiana Tech,35,24,11,0.686,2.89,-0.4,9,7,12,2,9,8,2557,2442,1410,917,2034,0.451,202,598,0.338,521,760,0.686,441,1294,417,235,116,462,562,68.6,105.8,0.374,0.294,0.534,51.7,45.5,9.7,8.3,0.5,16.2,35.2,0.256,,68.6,101,0.284,0.322,0.522,48.3,49.1,9.6,7,0.493,16.9,31.8,0.197
Louisville,33,20,13,0.606,14.08,7.99,11,7,15,4,4,7,2505,2304,1335,876,1960,0.447,262,777,0.337,491,700,0.701,478,1217,511,258,135,453,663,67.9,110.6,0.357,0.396,0.546,51.3,58.3,11.4,10.9,0.514,16.5,39.8,0.251,,67.9,101.7,0.41,0.322,0.526,48.7,56.5,9.6,5.9,0.485,18.7,36.9,0.288
Loyola (IL),30,14,16,0.467,-4.85,0.56,5,13,9,6,5,10,1945,2017,1205,673,1598,0.421,194,537,0.361,405,589,0.688,364,1072,393,149,98,415,523,64.1,100.7,0.369,0.336,0.518,51.9,58.4,7.7,9,0.482,18.1,35.4,0.253,,64.1,104.4,0.312,0.348,0.524,48.1,57,10.3,8.9,0.492,15.1,31.8,0.22
Loyola Marymount,34,18,16,0.529,-1.47,1.32,7,7,9,6,6,8,2578,2581,1370,910,1998,0.455,201,534,0.376,557,807,0.69,418,1210,472,255,141,441,655,70.4,107,0.404,0.267,0.541,49.6,51.9,10.6,10.1,0.506,15.6,34.3,0.279,,70.4,107.1,0.408,0.297,0.542,50.4,52.5,8.9,8,0.498,16.4,35.2,0.298
Loyola (MD),30,13,17,0.433,-5.23,-4.09,6,12,6,7,7,9,1949,1983,1205,673,1601,0.42,164,459,0.357,439,628,0.699,353,1053,343,193,132,450,606,66.3,97.6,0.392,0.287,0.513,50,51,9.7,11.2,0.472,19.2,34.7,0.274,,66.3,99.3,0.458,0.28,0.498,50,51,10.7,10.2,0.444,16.5,35.6,0.326
Maine,30,19,11,0.633,-6.53,-6.26,11,5,9,3,10,7,1931,1864,1205,650,1596,0.407,196,582,0.337,435,634,0.686,337,1089,397,219,97,431,471,66.2,96.8,0.397,0.365,0.509,50.5,61.1,11,9.1,0.469,18.5,31.9,0.273,,66.2,93.4,0.293,0.366,0.486,49.5,58.3,10,11.2,0.454,18.4,31.6,0.201
Manhattan,31,11,20,0.355,-4.68,-2.97,4,14,6,8,4,12,2031,2084,1246,727,1797,0.405,133,433,0.307,444,649,0.684,364,1089,307,240,114,361,603,67.6,96.4,0.361,0.241,0.482,47.7,42.2,11.4,10,0.442,14.6,30.8,0.247,,67.6,98.9,0.417,0.331,0.512,52.3,54.9,7.5,8.7,0.468,18.2,34.2,0.291
Marist,30,1,29,0.033,-17.21,-2.85,1,17,1,12,0,16,1684,2115,1205,600,1546,0.388,204,581,0.351,280,439,0.638,268,904,296,156,38,424,553,63.7,87.7,0.284,0.376,0.48,45.2,49.3,8.1,3.7,0.454,19.5,26.1,0.181,,63.7,110.2,0.375,0.357,0.554,54.8,52,11.8,12.8,0.522,15.8,34.6,0.262
Marquette,34,22,12,0.647,15.17,8.23,11,7,13,4,6,5,2485,2198,1380,861,1890,0.456,274,664,0.413,489,660,0.741,343,1071,516,269,72,353,580,64.4,111.9,0.349,0.351,0.564,49,59.9,12.1,5.5,0.528,13.8,31.2,0.259,,64.4,99,0.294,0.289,0.524,51,56.4,8.6,10.3,0.497,18.9,33,0.2
Marshall,34,24,10,0.706,7.8,1.57,11,5,15,4,8,5,2717,2347,1375,949,1985,0.478,222,591,0.376,597,873,0.684,412,1327,549,216,268,432,613,70.6,112,0.44,0.298,0.566,51.7,57.9,8.9,17.9,0.534,15.3,34.6,0.301,,70.6,96.7,0.339,0.285,0.482,48.3,49.1,8.8,6.5,0.441,15.8,33.4,0.238
Maryland-Baltimore County,30,4,26,0.133,-16.92,-6.19,3,13,0,13,4,12,1893,2215,1210,684,1656,0.413,150,464,0.323,375,544,0.689,251,918,332,179,90,341,564,66.5,94.1,0.329,0.28,0.494,43.2,48.5,8.9,8.1,0.458,15.1,23.8,0.226,,66.5,110.1,0.398,0.349,0.544,56.8,55.3,8.2,12,0.506,15.8,37.5,0.28
Maryland-Eastern Shore,32,11,21,0.344,-16.18,-7.38,8,8,6,6,4,12,1945,2216,1285,691,1722,0.401,161,528,0.305,402,624,0.644,398,1159,359,173,67,486,595,66,91.8,0.362,0.307,0.482,50.3,52,8.2,5.6,0.448,19.4,34.2,0.233,,66,104.6,0.366,0.335,0.521,49.7,53.2,9.6,7.9,0.493,15.4,33.2,0.239
Maryland,33,24,9,0.727,17.75,7.95,13,3,15,1,7,3,2629,2254,1335,966,2052,0.471,195,510,0.382,502,689,0.729,421,1270,545,256,154,383,554,70.2,112.2,0.336,0.249,0.552,50.4,56.4,10.9,11,0.518,13.9,35.6,0.245,,70.2,96.2,0.293,0.317,0.482,49.6,47.5,7.9,7.5,0.448,17.6,36.6,0.203
Massachusetts,32,12,20,0.375,-1.76,3.4,5,11,7,6,3,11,2262,2396,1290,795,1976,0.402,227,754,0.301,445,670,0.664,468,1287,380,176,124,446,652,70.3,99.7,0.339,0.382,0.493,51.8,47.8,7.8,9.5,0.46,16.3,36.9,0.225,,70.3,105.6,0.377,0.319,0.529,48.2,60.9,9.6,12.2,0.498,14.9,32.6,0.252
McNeese State,30,10,20,0.333,-11.82,-4.34,5,11,7,5,3,13,2032,2106,1200,755,1743,0.433,183,525,0.349,339,528,0.642,407,1048,356,221,108,430,607,66.8,101.4,0.303,0.301,0.51,50.5,47.2,11,10.7,0.486,17.7,37.7,0.194,,66.8,105.1,0.515,0.344,0.549,49.5,55.5,11,8.5,0.5,18.2,35.6,0.364
Memphis,34,24,10,0.706,11.74,3.65,13,3,17,3,6,4,2565,2233,1360,854,1859,0.459,284,732,0.388,573,826,0.694,358,1103,468,276,182,390,643,67.1,112.5,0.444,0.394,0.57,48.3,54.8,12.1,13.8,0.536,14.8,32.1,0.308,,67.1,97.9,0.412,0.279,0.51,51.7,52.5,7.5,10.5,0.465,18.9,36.3,0.289
Mercer,33,16,17,0.485,-5.05,-1.2,10,10,10,6,4,11,2514,2478,1325,836,1866,0.448,274,785,0.349,568,808,0.703,402,1227,446,199,85,488,617,70.7,107.3,0.433,0.421,0.559,51.6,53.3,8.5,6.2,0.521,17.8,35.1,0.304,,70.7,105.8,0.354,0.32,0.529,48.4,49.5,10.2,10.7,0.495,15,32.9,0.246
Miami (FL),33,20,13,0.606,11.35,7.01,4,12,12,4,2,8,2390,2136,1320,843,1820,0.463,245,670,0.366,459,677,0.678,385,1186,461,229,146,464,573,66.9,108.2,0.372,0.368,0.558,52.3,54.7,10.4,12.4,0.53,17.8,35.1,0.252,,66.9,96.7,0.356,0.35,0.504,47.7,56.6,10.8,9.1,0.464,17.4,31.7,0.249
Miami (OH),32,14,18,0.438,0.56,1.43,9,7,10,3,2,13,1996,2024,1295,682,1568,0.435,205,590,0.347,427,587,0.727,278,1017,333,159,120,411,582,61,101,0.374,0.376,0.54,49.1,48.8,8,10.3,0.5,18.2,28.3,0.272,,61,102.4,0.367,0.314,0.51,50.9,54.7,11,11.2,0.472,14.5,32.2,0.253
